654-th training, T = 0.141183, E = 0.500000
655-th training, T = 0.139771, E = 0.500000
656-th training, T = 0.138373, E = 0.500000
657-th training, T = 0.136990, E = 0.500000
658-th training, T = 0.135620, E = 0.500000
659-th training, T = 0.134264, E = 0.500000
660-th training, T = 0.132921, E = 0.500000
661-th training, T = 0.131592, E = 0.500000
662-th training, T = 0.130276, E = 0.500000
663-th training, T = 0.128973, E = 0.500000
664-th training, T = 0.127683, E = 0.500000
665-th training, T = 0.126406, E = 0.500000
666-th training, T = 0.125142, E = 0.500000
667-th training, T = 0.123891, E = 0.500000
668-th training, T = 0.122652, E = 0.500000
669-th training, T = 0.121426, E = 0.490000
670-th training, T = 0.120211, E = 0.490000
671-th training, T = 0.119009, E = 0.490000
672-th training, T = 0.117819, E = 0.490000
673-th training, T = 0.116641, E = 0.490000
674-th training, T = 0.115474, E = 0.490000
675-th training, T = 0.114320, E = 0.490000
676-th training, T = 0.113177, E = 0.490000
677-th training, T = 0.112045, E = 0.490000
678-th training, T = 0.110924, E = 0.490000
679-th training, T = 0.109815, E = 0.490000
680-th training, T = 0.108717, E = 0.490000
681-th training, T = 0.107630, E = 0.490000
682-th training, T = 0.106553, E = 0.500000
683-th training, T = 0.105488, E = 0.500000
684-th training, T = 0.104433, E = 0.500000
685-th training, T = 0.103389, E = 0.500000
686-th training, T = 0.102355, E = 0.490000
687-th training, T = 0.101331, E = 0.500000
688-th training, T = 0.100318, E = 0.500000
689-th training, T = 0.099315, E = 0.500000
690-th training, T = 0.098322, E = 0.490000
691-th training, T = 0.097338, E = 0.500000
692-th training, T = 0.096365, E = 0.500000
693-th training, T = 0.095401, E = 0.490000
694-th training, T = 0.094447, E = 0.500000
695-th training, T = 0.093503, E = 0.500000
696-th training, T = 0.092568, E = 0.490000
697-th training, T = 0.091642, E = 0.490000
698-th training, T = 0.090726, E = 0.480000
699-th training, T = 0.089819, E = 0.480000
700-th training, T = 0.088920, E = 0.490000
701-th training, T = 0.088031, E = 0.480000
702-th training, T = 0.087151, E = 0.500000
703-th training, T = 0.086279, E = 0.500000
704-th training, T = 0.085417, E = 0.500000
705-th training, T = 0.084562, E = 0.500000
706-th training, T = 0.083717, E = 0.500000
707-th training, T = 0.082880, E = 0.480000
708-th training, T = 0.082051, E = 0.480000
709-th training, T = 0.081230, E = 0.490000
710-th training, T = 0.080418, E = 0.490000
711-th training, T = 0.079614, E = 0.490000
712-th training, T = 0.078818, E = 0.490000
713-th training, T = 0.078029, E = 0.490000
714-th training, T = 0.077249, E = 0.490000
715-th training, T = 0.076477, E = 0.490000
716-th training, T = 0.075712, E = 0.500000
717-th training, T = 0.074955, E = 0.500000
718-th training, T = 0.074205, E = 0.500000
719-th training, T = 0.073463, E = 0.500000
720-th training, T = 0.072729, E = 0.500000
721-th training, T = 0.072001, E = 0.500000
722-th training, T = 0.071281, E = 0.500000
723-th training, T = 0.070568, E = 0.500000
724-th training, T = 0.069863, E = 0.500000
725-th training, T = 0.069164, E = 0.490000
726-th training, T = 0.068472, E = 0.490000
727-th training, T = 0.067788, E = 0.490000
728-th training, T = 0.067110, E = 0.490000
729-th training, T = 0.066439, E = 0.480000
730-th training, T = 0.065774, E = 0.490000
731-th training, T = 0.065117, E = 0.480000
732-th training, T = 0.064465, E = 0.480000
733-th training, T = 0.063821, E = 0.480000
734-th training, T = 0.063183, E = 0.480000
735-th training, T = 0.062551, E = 0.480000
736-th training, T = 0.061925, E = 0.480000
737-th training, T = 0.061306, E = 0.480000
738-th training, T = 0.060693, E = 0.480000
739-th training, T = 0.060086, E = 0.480000
740-th training, T = 0.059485, E = 0.480000
741-th training, T = 0.058890, E = 0.480000
742-th training, T = 0.058301, E = 0.490000
743-th training, T = 0.057718, E = 0.480000
744-th training, T = 0.057141, E = 0.480000
745-th training, T = 0.056570, E = 0.480000
746-th training, T = 0.056004, E = 0.500000
747-th training, T = 0.055444, E = 0.500000
748-th training, T = 0.054890, E = 0.500000
749-th training, T = 0.054341, E = 0.500000
750-th training, T = 0.053797, E = 0.500000
751-th training, T = 0.053259, E = 0.500000
752-th training, T = 0.052727, E = 0.500000
753-th training, T = 0.052199, E = 0.500000
754-th training, T = 0.051678, E = 0.500000
755-th training, T = 0.051161, E = 0.480000
756-th training, T = 0.050649, E = 0.480000
757-th training, T = 0.050143, E = 0.490000
758-th training, T = 0.049641, E = 0.480000
759-th training, T = 0.049145, E = 0.490000
760-th training, T = 0.048653, E = 0.480000
761-th training, T = 0.048167, E = 0.480000
762-th training, T = 0.047685, E = 0.480000
763-th training, T = 0.047208, E = 0.480000
764-th training, T = 0.046736, E = 0.500000
765-th training, T = 0.046269, E = 0.490000
766-th training, T = 0.045806, E = 0.480000
767-th training, T = 0.045348, E = 0.480000
768-th training, T = 0.044895, E = 0.480000
769-th training, T = 0.044446, E = 0.480000
770-th training, T = 0.044001, E = 0.480000
771-th training, T = 0.043561, E = 0.490000
772-th training, T = 0.043126, E = 0.490000
773-th training, T = 0.042694, E = 0.490000
774-th training, T = 0.042267, E = 0.500000
775-th training, T = 0.041845, E = 0.500000
776-th training, T = 0.041426, E = 0.500000
777-th training, T = 0.041012, E = 0.500000
778-th training, T = 0.040602, E = 0.500000
779-th training, T = 0.040196, E = 0.500000
780-th training, T = 0.039794, E = 0.500000
781-th training, T = 0.039396, E = 0.500000
782-th training, T = 0.039002, E = 0.500000
783-th training, T = 0.038612, E = 0.500000
784-th training, T = 0.038226, E = 0.500000
785-th training, T = 0.037844, E = 0.500000
786-th training, T = 0.037465, E = 0.500000
787-th training, T = 0.037091, E = 0.500000
788-th training, T = 0.036720, E = 0.500000
789-th training, T = 0.036352, E = 0.500000
790-th training, T = 0.035989, E = 0.500000
791-th training, T = 0.035629, E = 0.500000
792-th training, T = 0.035273, E = 0.500000
793-th training, T = 0.034920, E = 0.500000
794-th training, T = 0.034571, E = 0.500000
795-th training, T = 0.034225, E = 0.500000
796-th training, T = 0.033883, E = 0.490000
797-th training, T = 0.033544, E = 0.500000
798-th training, T = 0.033209, E = 0.490000
799-th training, T = 0.032876, E = 0.490000
800-th training, T = 0.032548, E = 0.490000
801-th training, T = 0.032222, E = 0.500000
802-th training, T = 0.031900, E = 0.500000
803-th training, T = 0.031581, E = 0.490000
804-th training, T = 0.031265, E = 0.500000
805-th training, T = 0.030953, E = 0.500000
806-th training, T = 0.030643, E = 0.490000
807-th training, T = 0.030337, E = 0.490000
808-th training, T = 0.030033, E = 0.490000
809-th training, T = 0.029733, E = 0.500000
810-th training, T = 0.029436, E = 0.500000
811-th training, T = 0.029141, E = 0.490000
812-th training, T = 0.028850, E = 0.490000
813-th training, T = 0.028561, E = 0.490000
814-th training, T = 0.028276, E = 0.490000
815-th training, T = 0.027993, E = 0.500000
816-th training, T = 0.027713, E = 0.500000
817-th training, T = 0.027436, E = 0.500000
818-th training, T = 0.027162, E = 0.500000
819-th training, T = 0.026890, E = 0.490000
820-th training, T = 0.026621, E = 0.490000
821-th training, T = 0.026355, E = 0.500000
822-th training, T = 0.026091, E = 0.500000
823-th training, T = 0.025830, E = 0.490000
824-th training, T = 0.025572, E = 0.490000
825-th training, T = 0.025316, E = 0.490000
826-th training, T = 0.025063, E = 0.490000
827-th training, T = 0.024813, E = 0.490000
828-th training, T = 0.024564, E = 0.490000
829-th training, T = 0.024319, E = 0.490000
830-th training, T = 0.024076, E = 0.490000
831-th training, T = 0.023835, E = 0.490000
832-th training, T = 0.023596, E = 0.490000
833-th training, T = 0.023360, E = 0.500000
834-th training, T = 0.023127, E = 0.490000
835-th training, T = 0.022896, E = 0.490000
836-th training, T = 0.022667, E = 0.490000
837-th training, T = 0.022440, E = 0.490000
838-th training, T = 0.022216, E = 0.490000
839-th training, T = 0.021993, E = 0.490000
840-th training, T = 0.021774, E = 0.490000
841-th training, T = 0.021556, E = 0.500000
842-th training, T = 0.021340, E = 0.500000
843-th training, T = 0.021127, E = 0.500000
844-th training, T = 0.020916, E = 0.500000
845-th training, T = 0.020706, E = 0.500000
846-th training, T = 0.020499, E = 0.500000
847-th training, T = 0.020294, E = 0.500000
848-th training, T = 0.020091, E = 0.500000
849-th training, T = 0.019890, E = 0.500000
850-th training, T = 0.019692, E = 0.500000
851-th training, T = 0.019495, E = 0.500000
852-th training, T = 0.019300, E = 0.500000
853-th training, T = 0.019107, E = 0.500000
854-th training, T = 0.018916, E = 0.500000
855-th training, T = 0.018726, E = 0.500000
856-th training, T = 0.018539, E = 0.500000
857-th training, T = 0.018354, E = 0.500000
858-th training, T = 0.018170, E = 0.500000
859-th training, T = 0.017989, E = 0.500000
860-th training, T = 0.017809, E = 0.500000
861-th training, T = 0.017631, E = 0.500000
862-th training, T = 0.017454, E = 0.500000
863-th training, T = 0.017280, E = 0.500000
864-th training, T = 0.017107, E = 0.500000
865-th training, T = 0.016936, E = 0.500000
866-th training, T = 0.016767, E = 0.500000
867-th training, T = 0.016599, E = 0.500000
868-th training, T = 0.016433, E = 0.500000
869-th training, T = 0.016269, E = 0.500000
870-th training, T = 0.016106, E = 0.500000
871-th training, T = 0.015945, E = 0.500000
872-th training, T = 0.015785, E = 0.500000
873-th training, T = 0.015628, E = 0.500000
874-th training, T = 0.015471, E = 0.500000
875-th training, T = 0.015317, E = 0.500000
876-th training, T = 0.015163, E = 0.500000
877-th training, T = 0.015012, E = 0.500000
878-th training, T = 0.014862, E = 0.500000
879-th training, T = 0.014713, E = 0.500000
880-th training, T = 0.014566, E = 0.490000
881-th training, T = 0.014420, E = 0.490000
882-th training, T = 0.014276, E = 0.490000
883-th training, T = 0.014133, E = 0.490000
884-th training, T = 0.013992, E = 0.490000
885-th training, T = 0.013852, E = 0.490000
886-th training, T = 0.013713, E = 0.490000
887-th training, T = 0.013576, E = 0.490000
888-th training, T = 0.013441, E = 0.490000
889-th training, T = 0.013306, E = 0.490000
890-th training, T = 0.013173, E = 0.490000
891-th training, T = 0.013041, E = 0.490000
892-th training, T = 0.012911, E = 0.490000
893-th training, T = 0.012782, E = 0.490000
894-th training, T = 0.012654, E = 0.490000
895-th training, T = 0.012527, E = 0.490000
896-th training, T = 0.012402, E = 0.490000
897-th training, T = 0.012278, E = 0.490000
898-th training, T = 0.012155, E = 0.490000
899-th training, T = 0.012034, E = 0.490000
900-th training, T = 0.011914, E = 0.490000
901-th training, T = 0.011794, E = 0.490000
902-th training, T = 0.011676, E = 0.490000
903-th training, T = 0.011560, E = 0.490000
904-th training, T = 0.011444, E = 0.490000
905-th training, T = 0.011330, E = 0.490000
906-th training, T = 0.011216, E = 0.490000
907-th training, T = 0.011104, E = 0.490000
908-th training, T = 0.010993, E = 0.490000
909-th training, T = 0.010883, E = 0.490000
910-th training, T = 0.010774, E = 0.490000
911-th training, T = 0.010667, E = 0.490000
912-th training, T = 0.010560, E = 0.490000
913-th training, T = 0.010454, E = 0.490000
914-th training, T = 0.010350, E = 0.490000
915-th training, T = 0.010246, E = 0.490000
916-th training, T = 0.010144, E = 0.490000
917-th training, T = 0.010042, E = 0.490000
918-th training, T = 0.009942, E = 0.490000
919-th training, T = 0.009843, E = 0.490000
920-th training, T = 0.009744, E = 0.490000
921-th training, T = 0.009647, E = 0.490000
922-th training, T = 0.009550, E = 0.490000
923-th training, T = 0.009455, E = 0.490000
924-th training, T = 0.009360, E = 0.500000
925-th training, T = 0.009267, E = 0.490000
926-th training, T = 0.009174, E = 0.500000
927-th training, T = 0.009082, E = 0.490000
928-th training, T = 0.008991, E = 0.490000
929-th training, T = 0.008901, E = 0.490000
930-th training, T = 0.008812, E = 0.490000
931-th training, T = 0.008724, E = 0.490000
932-th training, T = 0.008637, E = 0.490000
933-th training, T = 0.008551, E = 0.490000
934-th training, T = 0.008465, E = 0.490000
935-th training, T = 0.008381, E = 0.490000
936-th training, T = 0.008297, E = 0.490000
937-th training, T = 0.008214, E = 0.490000
938-th training, T = 0.008132, E = 0.500000
939-th training, T = 0.008050, E = 0.490000
940-th training, T = 0.007970, E = 0.500000
941-th training, T = 0.007890, E = 0.500000
942-th training, T = 0.007811, E = 0.490000
943-th training, T = 0.007733, E = 0.490000
944-th training, T = 0.007656, E = 0.490000
945-th training, T = 0.007579, E = 0.490000
946-th training, T = 0.007503, E = 0.490000
947-th training, T = 0.007428, E = 0.490000
948-th training, T = 0.007354, E = 0.490000
949-th training, T = 0.007281, E = 0.490000
950-th training, T = 0.007208, E = 0.490000
951-th training, T = 0.007136, E = 0.490000
952-th training, T = 0.007064, E = 0.490000
953-th training, T = 0.006994, E = 0.490000
954-th training, T = 0.006924, E = 0.490000
955-th training, T = 0.006854, E = 0.490000
956-th training, T = 0.006786, E = 0.490000
957-th training, T = 0.006718, E = 0.490000
958-th training, T = 0.006651, E = 0.490000
959-th training, T = 0.006584, E = 0.500000
960-th training, T = 0.006519, E = 0.490000
961-th training, T = 0.006453, E = 0.500000
962-th training, T = 0.006389, E = 0.490000
963-th training, T = 0.006325, E = 0.500000
964-th training, T = 0.006262, E = 0.490000
965-th training, T = 0.006199, E = 0.490000
966-th training, T = 0.006137, E = 0.500000
967-th training, T = 0.006076, E = 0.490000
968-th training, T = 0.006015, E = 0.490000
969-th training, T = 0.005955, E = 0.500000
970-th training, T = 0.005895, E = 0.490000
971-th training, T = 0.005836, E = 0.490000
972-th training, T = 0.005778, E = 0.490000
973-th training, T = 0.005720, E = 0.490000
974-th training, T = 0.005663, E = 0.490000
975-th training, T = 0.005606, E = 0.490000
976-th training, T = 0.005550, E = 0.490000
977-th training, T = 0.005495, E = 0.490000
978-th training, T = 0.005440, E = 0.490000
979-th training, T = 0.005385, E = 0.490000
980-th training, T = 0.005332, E = 0.490000
981-th training, T = 0.005278, E = 0.490000
982-th training, T = 0.005225, E = 0.490000
983-th training, T = 0.005173, E = 0.490000
984-th training, T = 0.005121, E = 0.490000
985-th training, T = 0.005070, E = 0.490000
986-th training, T = 0.005020, E = 0.490000
987-th training, T = 0.004969, E = 0.490000
988-th training, T = 0.004920, E = 0.490000
989-th training, T = 0.004870, E = 0.490000
990-th training, T = 0.004822, E = 0.490000
991-th training, T = 0.004774, E = 0.490000
992-th training, T = 0.004726, E = 0.490000
993-th training, T = 0.004679, E = 0.500000
994-th training, T = 0.004632, E = 0.490000
995-th training, T = 0.004585, E = 0.500000
996-th training, T = 0.004540, E = 0.500000
997-th training, T = 0.004494, E = 0.500000
998-th training, T = 0.004449, E = 0.500000
999-th training, T = 0.004405, E = 0.490000
1000-th training, T = 0.004361, E = 0.490000
1001-th training, T = 0.004317, E = 0.490000
1002-th training, T = 0.004274, E = 0.490000
1003-th training, T = 0.004231, E = 0.490000
1004-th training, T = 0.004189, E = 0.490000
1005-th training, T = 0.004147, E = 0.490000
1006-th training, T = 0.004106, E = 0.490000
1007-th training, T = 0.004064, E = 0.490000
1008-th training, T = 0.004024, E = 0.490000
1009-th training, T = 0.003984, E = 0.490000
1010-th training, T = 0.003944, E = 0.490000
1011-th training, T = 0.003904, E = 0.490000
1012-th training, T = 0.003865, E = 0.490000
1013-th training, T = 0.003827, E = 0.490000
1014-th training, T = 0.003788, E = 0.490000
1015-th training, T = 0.003750, E = 0.490000
1016-th training, T = 0.003713, E = 0.490000
1017-th training, T = 0.003676, E = 0.490000
1018-th training, T = 0.003639, E = 0.490000
1019-th training, T = 0.003603, E = 0.490000
1020-th training, T = 0.003567, E = 0.490000
1021-th training, T = 0.003531, E = 0.490000
1022-th training, T = 0.003496, E = 0.490000
1023-th training, T = 0.003461, E = 0.490000
1024-th training, T = 0.003426, E = 0.490000
1025-th training, T = 0.003392, E = 0.490000
1026-th training, T = 0.003358, E = 0.490000
1027-th training, T = 0.003324, E = 0.490000
1028-th training, T = 0.003291, E = 0.490000
1029-th training, T = 0.003258, E = 0.490000
1030-th training, T = 0.003226, E = 0.490000
1031-th training, T = 0.003193, E = 0.490000
1032-th training, T = 0.003161, E = 0.490000
1033-th training, T = 0.003130, E = 0.490000
1034-th training, T = 0.003099, E = 0.490000
1035-th training, T = 0.003068, E = 0.490000
1036-th training, T = 0.003037, E = 0.490000
1037-th training, T = 0.003007, E = 0.490000
1038-th training, T = 0.002976, E = 0.490000
1039-th training, T = 0.002947, E = 0.490000
1040-th training, T = 0.002917, E = 0.490000
1041-th training, T = 0.002888, E = 0.490000
1042-th training, T = 0.002859, E = 0.490000
1043-th training, T = 0.002831, E = 0.490000
1044-th training, T = 0.002802, E = 0.490000
1045-th training, T = 0.002774, E = 0.490000
1046-th training, T = 0.002746, E = 0.490000
1047-th training, T = 0.002719, E = 0.490000
1048-th training, T = 0.002692, E = 0.490000
1049-th training, T = 0.002665, E = 0.500000
1050-th training, T = 0.002638, E = 0.490000
1051-th training, T = 0.002612, E = 0.490000
1052-th training, T = 0.002586, E = 0.490000
1053-th training, T = 0.002560, E = 0.490000
1054-th training, T = 0.002534, E = 0.490000
1055-th training, T = 0.002509, E = 0.490000
1056-th training, T = 0.002484, E = 0.490000
1057-th training, T = 0.002459, E = 0.490000
1058-th training, T = 0.002434, E = 0.500000
1059-th training, T = 0.002410, E = 0.490000
1060-th training, T = 0.002386, E = 0.490000
1061-th training, T = 0.002362, E = 0.490000
1062-th training, T = 0.002339, E = 0.490000
1063-th training, T = 0.002315, E = 0.500000
1064-th training, T = 0.002292, E = 0.490000
1065-th training, T = 0.002269, E = 0.490000
1066-th training, T = 0.002246, E = 0.490000
1067-th training, T = 0.002224, E = 0.500000
1068-th training, T = 0.002202, E = 0.490000
1069-th training, T = 0.002180, E = 0.490000
1070-th training, T = 0.002158, E = 0.490000
1071-th training, T = 0.002136, E = 0.490000
1072-th training, T = 0.002115, E = 0.490000
1073-th training, T = 0.002094, E = 0.490000
1074-th training, T = 0.002073, E = 0.490000
1075-th training, T = 0.002052, E = 0.490000
1076-th training, T = 0.002032, E = 0.490000
1077-th training, T = 0.002011, E = 0.490000
1078-th training, T = 0.001991, E = 0.490000
1079-th training, T = 0.001971, E = 0.490000
1080-th training, T = 0.001952, E = 0.490000
1081-th training, T = 0.001932, E = 0.490000
1082-th training, T = 0.001913, E = 0.490000
1083-th training, T = 0.001894, E = 0.490000
1084-th training, T = 0.001875, E = 0.490000
1085-th training, T = 0.001856, E = 0.490000
1086-th training, T = 0.001837, E = 0.490000
1087-th training, T = 0.001819, E = 0.490000
1088-th training, T = 0.001801, E = 0.490000
1089-th training, T = 0.001783, E = 0.490000
1090-th training, T = 0.001765, E = 0.490000
1091-th training, T = 0.001747, E = 0.490000
1092-th training, T = 0.001730, E = 0.490000
1093-th training, T = 0.001713, E = 0.490000
1094-th training, T = 0.001695, E = 0.490000
1095-th training, T = 0.001678, E = 0.490000
1096-th training, T = 0.001662, E = 0.490000
1097-th training, T = 0.001645, E = 0.500000
1098-th training, T = 0.001629, E = 0.490000
1099-th training, T = 0.001612, E = 0.490000
1100-th training, T = 0.001596, E = 0.490000
1101-th training, T = 0.001580, E = 0.500000
1102-th training, T = 0.001564, E = 0.500000
1103-th training, T = 0.001549, E = 0.500000
1104-th training, T = 0.001533, E = 0.500000
1105-th training, T = 0.001518, E = 0.500000
1106-th training, T = 0.001503, E = 0.500000
1107-th training, T = 0.001488, E = 0.500000
1108-th training, T = 0.001473, E = 0.490000
1109-th training, T = 0.001458, E = 0.490000
1110-th training, T = 0.001444, E = 0.490000
1111-th training, T = 0.001429, E = 0.490000
1112-th training, T = 0.001415, E = 0.490000
1113-th training, T = 0.001401, E = 0.490000
1114-th training, T = 0.001387, E = 0.490000
1115-th training, T = 0.001373, E = 0.490000
1116-th training, T = 0.001359, E = 0.490000
1117-th training, T = 0.001345, E = 0.490000
1118-th training, T = 0.001332, E = 0.490000
1119-th training, T = 0.001319, E = 0.490000
1120-th training, T = 0.001306, E = 0.490000
1121-th training, T = 0.001292, E = 0.490000
1122-th training, T = 0.001280, E = 0.490000
1123-th training, T = 0.001267, E = 0.490000
1124-th training, T = 0.001254, E = 0.490000
1125-th training, T = 0.001242, E = 0.490000
1126-th training, T = 0.001229, E = 0.490000
1127-th training, T = 0.001217, E = 0.490000
1128-th training, T = 0.001205, E = 0.490000
1129-th training, T = 0.001193, E = 0.490000
1130-th training, T = 0.001181, E = 0.490000
1131-th training, T = 0.001169, E = 0.490000
1132-th training, T = 0.001157, E = 0.490000
1133-th training, T = 0.001146, E = 0.490000
1134-th training, T = 0.001134, E = 0.480000
1135-th training, T = 0.001123, E = 0.490000
1136-th training, T = 0.001112, E = 0.490000
1137-th training, T = 0.001100, E = 0.490000
1138-th training, T = 0.001089, E = 0.490000
1139-th training, T = 0.001079, E = 0.490000
1140-th training, T = 0.001068, E = 0.490000
1141-th training, T = 0.001057, E = 0.490000
1142-th training, T = 0.001047, E = 0.490000
1143-th training, T = 0.001036, E = 0.490000
1144-th training, T = 0.001026, E = 0.490000
1145-th training, T = 0.001015, E = 0.490000
1146-th training, T = 0.001005, E = 0.490000
1147-th training, T = 0.000995, E = 0.490000
1148-th training, T = 0.000985, E = 0.490000
1149-th training, T = 0.000975, E = 0.490000
1150-th training, T = 0.000966, E = 0.490000
1151-th training, T = 0.000956, E = 0.490000
1152-th training, T = 0.000946, E = 0.480000
1153-th training, T = 0.000937, E = 0.490000
1154-th training, T = 0.000928, E = 0.490000
1155-th training, T = 0.000918, E = 0.490000
1156-th training, T = 0.000909, E = 0.500000
1157-th training, T = 0.000900, E = 0.490000
1158-th training, T = 0.000891, E = 0.490000
1159-th training, T = 0.000882, E = 0.490000
1160-th training, T = 0.000873, E = 0.490000
1161-th training, T = 0.000865, E = 0.490000
1162-th training, T = 0.000856, E = 0.490000
1163-th training, T = 0.000847, E = 0.490000
1164-th training, T = 0.000839, E = 0.490000
1165-th training, T = 0.000831, E = 0.480000
1166-th training, T = 0.000822, E = 0.490000
1167-th training, T = 0.000814, E = 0.490000
1168-th training, T = 0.000806, E = 0.490000
1169-th training, T = 0.000798, E = 0.480000
1170-th training, T = 0.000790, E = 0.490000
1171-th training, T = 0.000782, E = 0.490000
1172-th training, T = 0.000774, E = 0.490000
1173-th training, T = 0.000766, E = 0.490000
1174-th training, T = 0.000759, E = 0.490000
1175-th training, T = 0.000751, E = 0.490000
1176-th training, T = 0.000744, E = 0.500000
1177-th training, T = 0.000736, E = 0.490000
1178-th training, T = 0.000729, E = 0.490000
1179-th training, T = 0.000722, E = 0.490000
1180-th training, T = 0.000714, E = 0.490000
1181-th training, T = 0.000707, E = 0.490000
1182-th training, T = 0.000700, E = 0.490000
1183-th training, T = 0.000693, E = 0.490000
1184-th training, T = 0.000686, E = 0.490000
1185-th training, T = 0.000679, E = 0.490000
1186-th training, T = 0.000673, E = 0.500000
1187-th training, T = 0.000666, E = 0.490000
1188-th training, T = 0.000659, E = 0.490000
1189-th training, T = 0.000653, E = 0.490000
1190-th training, T = 0.000646, E = 0.490000
1191-th training, T = 0.000640, E = 0.490000
1192-th training, T = 0.000633, E = 0.490000
1193-th training, T = 0.000627, E = 0.490000
1194-th training, T = 0.000621, E = 0.490000
1195-th training, T = 0.000614, E = 0.490000
1196-th training, T = 0.000608, E = 0.490000
1197-th training, T = 0.000602, E = 0.490000
1198-th training, T = 0.000596, E = 0.490000
1199-th training, T = 0.000590, E = 0.490000
1200-th training, T = 0.000584, E = 0.490000
1201-th training, T = 0.000578, E = 0.490000
1202-th training, T = 0.000573, E = 0.490000
1203-th training, T = 0.000567, E = 0.490000
1204-th training, T = 0.000561, E = 0.490000
1205-th training, T = 0.000556, E = 0.490000
1206-th training, T = 0.000550, E = 0.490000
1207-th training, T = 0.000545, E = 0.490000
1208-th training, T = 0.000539, E = 0.490000
1209-th training, T = 0.000534, E = 0.500000
1210-th training, T = 0.000528, E = 0.490000
1211-th training, T = 0.000523, E = 0.490000
1212-th training, T = 0.000518, E = 0.490000
1213-th training, T = 0.000513, E = 0.490000
1214-th training, T = 0.000508, E = 0.490000
1215-th training, T = 0.000502, E = 0.490000
1216-th training, T = 0.000497, E = 0.490000
1217-th training, T = 0.000492, E = 0.490000
1218-th training, T = 0.000488, E = 0.490000
1219-th training, T = 0.000483, E = 0.490000
1220-th training, T = 0.000478, E = 0.500000
1221-th training, T = 0.000473, E = 0.490000
1222-th training, T = 0.000468, E = 0.490000
1223-th training, T = 0.000464, E = 0.490000
1224-th training, T = 0.000459, E = 0.500000
1225-th training, T = 0.000454, E = 0.490000
1226-th training, T = 0.000450, E = 0.480000
1227-th training, T = 0.000445, E = 0.490000
1228-th training, T = 0.000441, E = 0.480000
1229-th training, T = 0.000437, E = 0.490000
1230-th training, T = 0.000432, E = 0.500000
1231-th training, T = 0.000428, E = 0.490000
1232-th training, T = 0.000424, E = 0.490000
1233-th training, T = 0.000419, E = 0.490000
1234-th training, T = 0.000415, E = 0.490000
1235-th training, T = 0.000411, E = 0.490000
1236-th training, T = 0.000407, E = 0.490000
1237-th training, T = 0.000403, E = 0.490000
1238-th training, T = 0.000399, E = 0.490000
1239-th training, T = 0.000395, E = 0.500000
1240-th training, T = 0.000391, E = 0.490000
1241-th training, T = 0.000387, E = 0.490000
1242-th training, T = 0.000383, E = 0.490000
1243-th training, T = 0.000379, E = 0.490000
1244-th training, T = 0.000375, E = 0.490000
1245-th training, T = 0.000372, E = 0.490000
1246-th training, T = 0.000368, E = 0.490000
1247-th training, T = 0.000364, E = 0.490000
1248-th training, T = 0.000361, E = 0.490000
1249-th training, T = 0.000357, E = 0.490000
1250-th training, T = 0.000353, E = 0.490000
1251-th training, T = 0.000350, E = 0.490000
1252-th training, T = 0.000346, E = 0.490000
1253-th training, T = 0.000343, E = 0.490000
1254-th training, T = 0.000340, E = 0.490000
1255-th training, T = 0.000336, E = 0.500000
1256-th training, T = 0.000333, E = 0.480000
1257-th training, T = 0.000329, E = 0.490000
1258-th training, T = 0.000326, E = 0.490000
1259-th training, T = 0.000323, E = 0.490000
1260-th training, T = 0.000320, E = 0.490000
1261-th training, T = 0.000316, E = 0.490000
1262-th training, T = 0.000313, E = 0.490000
1263-th training, T = 0.000310, E = 0.490000
1264-th training, T = 0.000307, E = 0.490000
1265-th training, T = 0.000304, E = 0.490000
1266-th training, T = 0.000301, E = 0.490000
1267-th training, T = 0.000298, E = 0.490000
1268-th training, T = 0.000295, E = 0.490000
1269-th training, T = 0.000292, E = 0.490000
1270-th training, T = 0.000289, E = 0.490000
1271-th training, T = 0.000286, E = 0.490000
1272-th training, T = 0.000283, E = 0.480000
1273-th training, T = 0.000281, E = 0.490000
1274-th training, T = 0.000278, E = 0.490000
1275-th training, T = 0.000275, E = 0.480000
1276-th training, T = 0.000272, E = 0.480000
1277-th training, T = 0.000269, E = 0.490000
1278-th training, T = 0.000267, E = 0.490000
1279-th training, T = 0.000264, E = 0.490000
1280-th training, T = 0.000261, E = 0.490000
1281-th training, T = 0.000259, E = 0.490000
1282-th training, T = 0.000256, E = 0.490000
1283-th training, T = 0.000254, E = 0.490000
1284-th training, T = 0.000251, E = 0.490000
1285-th training, T = 0.000249, E = 0.490000
1286-th training, T = 0.000246, E = 0.490000
1287-th training, T = 0.000244, E = 0.490000
1288-th training, T = 0.000241, E = 0.490000
1289-th training, T = 0.000239, E = 0.490000
1290-th training, T = 0.000236, E = 0.490000
1291-th training, T = 0.000234, E = 0.480000
1292-th training, T = 0.000232, E = 0.490000
1293-th training, T = 0.000229, E = 0.490000
1294-th training, T = 0.000227, E = 0.490000
1295-th training, T = 0.000225, E = 0.490000
1296-th training, T = 0.000223, E = 0.490000
1297-th training, T = 0.000220, E = 0.490000
1298-th training, T = 0.000218, E = 0.490000
1299-th training, T = 0.000216, E = 0.490000
1300-th training, T = 0.000214, E = 0.490000
1301-th training, T = 0.000212, E = 0.490000
1302-th training, T = 0.000210, E = 0.490000
1303-th training, T = 0.000208, E = 0.490000
1304-th training, T = 0.000205, E = 0.490000
1305-th training, T = 0.000203, E = 0.490000
